"","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop"
"710_2009midnight.21.42741","red",21,21,"710_2009",710,"f","night",173,44,113,12,4,48,125,56,117,0.254335260115607,0.653179190751445,0.069364161849711,0.023121387283237,0.277456647398844,0.722543352601156,0.323699421965318,0.676300578034682
"710_2009noon.21.42742","red",21,21,"710_2009",710,"f","day",178,2,77,99,0,2,176,101,77,0.0112359550561798,0.432584269662921,0.556179775280899,0,0.0112359550561798,0.98876404494382,0.567415730337079,0.432584269662921
"710_2010midnight.21.43092","red",21,21,"710_2010",710,"f","night",164,27,114,14,9,36,128,41,123,0.164634146341463,0.695121951219512,0.0853658536585366,0.0548780487804878,0.219512195121951,0.780487804878049,0.25,0.75
"710_2010noon.21.43093","red",21,21,"710_2010",710,"f","day",162,1,91,70,0,1,161,71,91,0.00617283950617284,0.561728395061728,0.432098765432099,0,0.00617283950617284,0.993827160493827,0.438271604938272,0.561728395061728
"710_2011midnight.21.43418","red",21,21,"710_2011",710,"f","night",175,21,130,16,8,29,146,37,138,0.12,0.742857142857143,0.0914285714285714,0.0457142857142857,0.165714285714286,0.834285714285714,0.211428571428571,0.788571428571429
"710_2011noon.21.43419","red",21,21,"710_2011",710,"f","day",176,2,82,92,0,2,174,94,82,0.0113636363636364,0.465909090909091,0.522727272727273,0,0.0113636363636364,0.988636363636364,0.534090909090909,0.465909090909091
"711_2001midnight.21.43769","red",21,21,"711_2001",711,"f","night",149,36,68,28,17,53,96,64,85,0.241610738255034,0.456375838926175,0.187919463087248,0.114093959731544,0.355704697986577,0.644295302013423,0.429530201342282,0.570469798657718
"711_2001noon.21.43770","red",21,21,"711_2001",711,"f","day",111,0,102,2,7,7,104,2,109,0,0.918918918918919,0.018018018018018,0.0630630630630631,0.0630630630630631,0.936936936936937,0.018018018018018,0.981981981981982
"711_2010midnight.21.44029","red",21,21,"711_2010",711,"f","night",183,7,112,7,57,64,119,14,169,0.0382513661202186,0.612021857923497,0.0382513661202186,0.311475409836066,0.349726775956284,0.650273224043716,0.0765027322404372,0.923497267759563
"711_2010noon.21.44030","red",21,21,"711_2010",711,"f","day",183,0,171,4,8,8,175,4,179,0,0.934426229508197,0.0218579234972678,0.0437158469945355,0.0437158469945355,0.956284153005464,0.0218579234972678,0.978142076502732
"712_2014midnight.21.44395","red",21,21,"712_2014",712,"f","night",179,87,71,10,11,98,81,97,82,0.486033519553073,0.396648044692737,0.0558659217877095,0.0614525139664804,0.547486033519553,0.452513966480447,0.541899441340782,0.458100558659218
"712_2014noon.21.44396","red",21,21,"712_2014",712,"f","day",176,1,161,9,5,6,170,10,166,0.00568181818181818,0.914772727272727,0.0511363636363636,0.0284090909090909,0.0340909090909091,0.965909090909091,0.0568181818181818,0.943181818181818
"713_2005midnight.21.44750","red",21,21,"713_2005",713,"f","night",106,26,68,9,3,29,77,35,71,0.245283018867925,0.641509433962264,0.0849056603773585,0.0283018867924528,0.273584905660377,0.726415094339623,0.330188679245283,0.669811320754717
"713_2005noon.21.44751","red",21,21,"713_2005",713,"f","day",99,0,85,12,2,2,97,12,87,0,0.858585858585859,0.121212121212121,0.0202020202020202,0.0202020202020202,0.97979797979798,0.121212121212121,0.878787878787879
"714_2010midnight.21.44955","red",21,21,"714_2010",714,"f","night",183,10,142,6,25,35,148,16,167,0.0546448087431694,0.775956284153005,0.0327868852459016,0.136612021857924,0.191256830601093,0.808743169398907,0.087431693989071,0.912568306010929
"714_2010noon.21.44956","red",21,21,"714_2010",714,"f","day",184,0,180,4,0,0,184,4,180,0,0.978260869565217,0.0217391304347826,0,0,1,0.0217391304347826,0.978260869565217
"714_2011midnight.21.45322","red",21,21,"714_2011",714,"f","night",181,6,126,14,35,41,140,20,161,0.0331491712707182,0.696132596685083,0.0773480662983425,0.193370165745856,0.226519337016575,0.773480662983425,0.110497237569061,0.889502762430939
"714_2011noon.21.45323","red",21,21,"714_2011",714,"f","day",183,0,183,0,0,0,183,0,183,0,1,0,0,0,1,0,1
"716_2001midnight.21.45686","red",21,21,"716_2001",716,"m","night",176,16,116,20,24,40,136,36,140,0.0909090909090909,0.659090909090909,0.113636363636364,0.136363636363636,0.227272727272727,0.772727272727273,0.204545454545455,0.795454545454545
"716_2001noon.21.45687","red",21,21,"716_2001",716,"m","day",172,1,161,10,0,1,171,11,161,0.00581395348837209,0.936046511627907,0.0581395348837209,0,0.00581395348837209,0.994186046511628,0.063953488372093,0.936046511627907
"721_2010midnight.21.46034","red",21,21,"721_2010",721,"f","night",183,9,50,1,123,132,51,10,173,0.0491803278688525,0.273224043715847,0.00546448087431694,0.672131147540984,0.721311475409836,0.278688524590164,0.0546448087431694,0.945355191256831
"721_2010noon.21.46035","red",21,21,"721_2010",721,"f","day",184,0,178,0,6,6,178,0,184,0,0.967391304347826,0,0.0326086956521739,0.0326086956521739,0.967391304347826,0,1
"722_2003midnight.21.46401","red",21,21,"722_2003",722,"m","night",163,8,12,143,0,8,155,151,12,0.049079754601227,0.0736196319018405,0.877300613496933,0,0.049079754601227,0.950920245398773,0.926380368098159,0.0736196319018405
"722_2003noon.21.46404","red",21,21,"722_2003",722,"m","day",99,0,0,99,0,0,99,99,0,0,0,1,0,0,1,1,0
"722_2004midnight.21.46663","red",21,21,"722_2004",722,"m","night",121,15,11,90,5,20,101,105,16,0.12396694214876,0.0909090909090909,0.743801652892562,0.0413223140495868,0.165289256198347,0.834710743801653,0.867768595041322,0.132231404958678
"722_2004noon.21.46668","red",21,21,"722_2004",722,"m","day",98,0,7,91,0,0,98,91,7,0,0.0714285714285714,0.928571428571429,0,0,1,0.928571428571429,0.0714285714285714
"724_2013midnight.17.46882","red",17,17,"724_2013",724,"f","night",184,15,128,2,39,54,130,17,167,0.0815217391304348,0.695652173913043,0.0108695652173913,0.21195652173913,0.293478260869565,0.706521739130435,0.0923913043478261,0.907608695652174
"724_2013noon.17.46883","red",17,17,"724_2013",724,"f","day",181,3,157,9,12,15,166,12,169,0.0165745856353591,0.867403314917127,0.0497237569060773,0.0662983425414365,0.0828729281767956,0.917127071823204,0.0662983425414365,0.933701657458563
"724_2014midnight.17.47247","red",17,17,"724_2014",724,"f","night",176,1,108,0,67,68,108,1,175,0.00568181818181818,0.613636363636364,0,0.380681818181818,0.386363636363636,0.613636363636364,0.00568181818181818,0.994318181818182
"724_2014noon.17.47248","red",17,17,"724_2014",724,"f","day",175,0,159,0,16,16,159,0,175,0,0.908571428571429,0,0.0914285714285714,0.0914285714285714,0.908571428571429,0,1
"725_2009midnight.17.47598","red",17,17,"725_2009",725,"f","night",183,31,86,24,42,73,110,55,128,0.169398907103825,0.469945355191257,0.131147540983607,0.229508196721311,0.398907103825137,0.601092896174863,0.300546448087432,0.699453551912568
"725_2009noon.17.47599","red",17,17,"725_2009",725,"f","day",181,2,112,65,2,4,177,67,114,0.0110497237569061,0.61878453038674,0.359116022099448,0.0110497237569061,0.0220994475138122,0.977900552486188,0.370165745856354,0.629834254143646
"725_2010midnight.17.47962","red",17,17,"725_2010",725,"f","night",182,33,87,12,50,83,99,45,137,0.181318681318681,0.478021978021978,0.0659340659340659,0.274725274725275,0.456043956043956,0.543956043956044,0.247252747252747,0.752747252747253
"725_2010noon.17.47963","red",17,17,"725_2010",725,"f","day",179,1,120,44,14,15,164,45,134,0.00558659217877095,0.670391061452514,0.245810055865922,0.0782122905027933,0.0837988826815642,0.916201117318436,0.251396648044693,0.748603351955307
"727_2002midnight.17.48323","red",17,17,"727_2002",727,"f","night",161,6,127,17,11,17,144,23,138,0.0372670807453416,0.788819875776398,0.105590062111801,0.0683229813664596,0.105590062111801,0.894409937888199,0.142857142857143,0.857142857142857
"727_2002noon.17.48324","red",17,17,"727_2002",727,"f","day",113,58,37,12,6,64,49,70,43,0.513274336283186,0.327433628318584,0.106194690265487,0.0530973451327434,0.566371681415929,0.433628318584071,0.619469026548673,0.380530973451327
"730_2013midnight.17.48597","red",17,17,"730_2013",730,"f","night",185,20,93,14,58,78,107,34,151,0.108108108108108,0.502702702702703,0.0756756756756757,0.313513513513514,0.421621621621622,0.578378378378378,0.183783783783784,0.816216216216216
"730_2013noon.17.48598","red",17,17,"730_2013",730,"f","day",184,4,164,13,3,7,177,17,167,0.0217391304347826,0.891304347826087,0.0706521739130435,0.016304347826087,0.0380434782608696,0.96195652173913,0.0923913043478261,0.907608695652174
"734_2005midnight.21.48966","red",21,21,"734_2005",734,"m","night",147,44,25,53,25,69,78,97,50,0.299319727891156,0.170068027210884,0.360544217687075,0.170068027210884,0.469387755102041,0.530612244897959,0.659863945578231,0.340136054421769
"734_2005noon.21.48967","red",21,21,"734_2005",734,"m","day",117,17,40,58,2,19,98,75,42,0.145299145299145,0.341880341880342,0.495726495726496,0.0170940170940171,0.162393162393162,0.837606837606838,0.641025641025641,0.358974358974359
"742_2009midnight.17.49230","red",17,17,"742_2009",742,"m","night",183,32,121,14,16,48,135,46,137,0.174863387978142,0.66120218579235,0.0765027322404372,0.087431693989071,0.262295081967213,0.737704918032787,0.251366120218579,0.748633879781421
"742_2009noon.17.49231","red",17,17,"742_2009",742,"m","day",182,2,138,37,5,7,175,39,143,0.010989010989011,0.758241758241758,0.203296703296703,0.0274725274725275,0.0384615384615385,0.961538461538462,0.214285714285714,0.785714285714286
"742_2010midnight.17.49595","red",17,17,"742_2010",742,"m","night",182,136,14,6,26,162,20,142,40,0.747252747252747,0.0769230769230769,0.032967032967033,0.142857142857143,0.89010989010989,0.10989010989011,0.78021978021978,0.21978021978022
"742_2010noon.17.49596","red",17,17,"742_2010",742,"m","day",183,4,170,4,5,9,174,8,175,0.0218579234972678,0.92896174863388,0.0218579234972678,0.0273224043715847,0.0491803278688525,0.950819672131147,0.0437158469945355,0.956284153005464
"743_2004midnight.17.49960","red",17,17,"743_2004",743,"f","night",142,5,121,7,9,14,128,12,130,0.0352112676056338,0.852112676056338,0.0492957746478873,0.0633802816901408,0.0985915492957746,0.901408450704225,0.0845070422535211,0.915492957746479
"743_2004noon.17.49963","red",17,17,"743_2004",743,"f","day",149,6,137,4,2,8,141,10,139,0.0402684563758389,0.919463087248322,0.0268456375838926,0.0134228187919463,0.0536912751677852,0.946308724832215,0.0671140939597315,0.932885906040268
"744_2009midnight.17.50251","red",17,17,"744_2009",744,"f","night",183,4,54,1,124,128,55,5,178,0.0218579234972678,0.295081967213115,0.00546448087431694,0.677595628415301,0.699453551912568,0.300546448087432,0.0273224043715847,0.972677595628415
"744_2009noon.17.50252","red",17,17,"744_2009",744,"f","day",184,0,166,3,15,15,169,3,181,0,0.902173913043478,0.016304347826087,0.0815217391304348,0.0815217391304348,0.918478260869565,0.016304347826087,0.983695652173913
"744_2010midnight.17.50618","red",17,17,"744_2010",744,"f","night",184,14,57,5,108,122,62,19,165,0.0760869565217391,0.309782608695652,0.0271739130434783,0.58695652173913,0.66304347826087,0.33695652173913,0.103260869565217,0.896739130434783
"744_2010noon.17.50619","red",17,17,"744_2010",744,"f","day",182,0,154,9,19,19,163,9,173,0,0.846153846153846,0.0494505494505494,0.104395604395604,0.104395604395604,0.895604395604396,0.0494505494505494,0.950549450549451
"745_2010midnight.17.50984","red",17,17,"745_2010",745,"m","night",183,21,139,7,16,37,146,28,155,0.114754098360656,0.759562841530055,0.0382513661202186,0.087431693989071,0.202185792349727,0.797814207650273,0.153005464480874,0.846994535519126
"745_2010noon.17.50985","red",17,17,"745_2010",745,"m","day",180,3,171,6,0,3,177,9,171,0.0166666666666667,0.95,0.0333333333333333,0,0.0166666666666667,0.983333333333333,0.05,0.95
"747_2002midnight.17.51348","red",17,17,"747_2002",747,"f","night",132,1,117,0,14,15,117,1,131,0.00757575757575758,0.886363636363636,0,0.106060606060606,0.113636363636364,0.886363636363636,0.00757575757575758,0.992424242424242
"747_2002noon.17.51347","red",17,17,"747_2002",747,"f","day",114,0,102,0,12,12,102,0,114,0,0.894736842105263,0,0.105263157894737,0.105263157894737,0.894736842105263,0,1
"748_2005midnight.17.51593","red",17,17,"748_2005",748,"m","night",141,31,83,18,9,40,101,49,92,0.219858156028369,0.588652482269504,0.127659574468085,0.0638297872340425,0.283687943262411,0.716312056737589,0.347517730496454,0.652482269503546
"748_2005noon.17.51597","red",17,17,"748_2005",748,"m","day",98,0,98,0,0,0,98,0,98,0,1,0,0,0,1,0,1
"752_2002midnight.17.51832","red",17,17,"752_2002",752,"f","night",163,18,126,8,11,29,134,26,137,0.110429447852761,0.773006134969325,0.049079754601227,0.0674846625766871,0.177914110429448,0.822085889570552,0.159509202453988,0.840490797546012
"752_2002noon.17.51833","red",17,17,"752_2002",752,"f","day",118,35,73,3,7,42,76,38,80,0.296610169491525,0.61864406779661,0.0254237288135593,0.0593220338983051,0.355932203389831,0.644067796610169,0.322033898305085,0.677966101694915
"754_2010midnight.17.52113","red",17,17,"754_2010",754,"f","night",184,53,70,39,22,75,109,92,92,0.28804347826087,0.380434782608696,0.21195652173913,0.119565217391304,0.407608695652174,0.592391304347826,0.5,0.5
"754_2010noon.17.52114","red",17,17,"754_2010",754,"f","day",182,0,53,113,16,16,166,113,69,0,0.291208791208791,0.620879120879121,0.0879120879120879,0.0879120879120879,0.912087912087912,0.620879120879121,0.379120879120879
"757_2012midnight.17.52479","red",17,17,"757_2012",757,"f","night",173,7,106,2,58,65,108,9,164,0.0404624277456647,0.61271676300578,0.0115606936416185,0.335260115606936,0.375722543352601,0.624277456647399,0.0520231213872832,0.947976878612717
"757_2012noon.17.52480","red",17,17,"757_2012",757,"f","day",172,0,156,3,13,13,159,3,169,0,0.906976744186046,0.0174418604651163,0.0755813953488372,0.0755813953488372,0.924418604651163,0.0174418604651163,0.982558139534884
"757_2013midnight.17.52824","red",17,17,"757_2013",757,"f","night",185,1,132,0,52,53,132,1,184,0.00540540540540541,0.713513513513514,0,0.281081081081081,0.286486486486487,0.713513513513514,0.00540540540540541,0.994594594594595
"757_2013noon.17.52825","red",17,17,"757_2013",757,"f","day",184,0,172,0,12,12,172,0,184,0,0.934782608695652,0,0.0652173913043478,0.0652173913043478,0.934782608695652,0,1
"758_2009midnight.17.53193","red",17,17,"758_2009",758,"f","night",184,50,84,30,20,70,114,80,104,0.271739130434783,0.456521739130435,0.16304347826087,0.108695652173913,0.380434782608696,0.619565217391304,0.434782608695652,0.565217391304348
"758_2009noon.17.53194","red",17,17,"758_2009",758,"f","day",183,7,108,47,21,28,155,54,129,0.0382513661202186,0.590163934426229,0.256830601092896,0.114754098360656,0.153005464480874,0.846994535519126,0.295081967213115,0.704918032786885
"758_2010midnight.17.53560","red",17,17,"758_2010",758,"f","night",179,53,79,9,38,91,88,62,117,0.29608938547486,0.441340782122905,0.0502793296089385,0.212290502793296,0.508379888268156,0.491620111731844,0.346368715083799,0.653631284916201
"758_2010noon.17.53561","red",17,17,"758_2010",758,"f","day",179,6,116,39,18,24,155,45,134,0.0335195530726257,0.64804469273743,0.217877094972067,0.100558659217877,0.134078212290503,0.865921787709497,0.251396648044693,0.748603351955307
"759_2014midnight.17.53918","red",17,17,"759_2014",759,"f","night",160,106,30,11,13,119,41,117,43,0.6625,0.1875,0.06875,0.08125,0.74375,0.25625,0.73125,0.26875
"759_2014noon.17.53919","red",17,17,"759_2014",759,"f","day",158,69,51,32,6,75,83,101,57,0.436708860759494,0.322784810126582,0.20253164556962,0.0379746835443038,0.474683544303797,0.525316455696203,0.639240506329114,0.360759493670886
"760_2009midnight.17.54236","red",17,17,"760_2009",760,"f","night",184,10,129,19,26,36,148,29,155,0.0543478260869565,0.701086956521739,0.103260869565217,0.141304347826087,0.195652173913043,0.804347826086957,0.157608695652174,0.842391304347826
"760_2009noon.17.54237","red",17,17,"760_2009",760,"f","day",183,2,146,24,11,13,170,26,157,0.0109289617486339,0.797814207650273,0.131147540983607,0.0601092896174863,0.0710382513661202,0.92896174863388,0.14207650273224,0.85792349726776
"760_2010midnight.17.54603","red",17,17,"760_2010",760,"f","night",184,8,142,19,15,23,161,27,157,0.0434782608695652,0.771739130434783,0.103260869565217,0.0815217391304348,0.125,0.875,0.146739130434783,0.853260869565217
"760_2010noon.17.54604","red",17,17,"760_2010",760,"f","day",180,6,148,16,10,16,164,22,158,0.0333333333333333,0.822222222222222,0.0888888888888889,0.0555555555555556,0.0888888888888889,0.911111111111111,0.122222222222222,0.877777777777778
"762_2009midnight.17.54967","red",17,17,"762_2009",762,"f","night",178,2,123,14,39,41,137,16,162,0.0112359550561798,0.691011235955056,0.0786516853932584,0.219101123595506,0.230337078651685,0.769662921348315,0.0898876404494382,0.910112359550562
"762_2009noon.17.54968","red",17,17,"762_2009",762,"f","day",176,0,162,12,2,2,174,12,164,0,0.920454545454545,0.0681818181818182,0.0113636363636364,0.0113636363636364,0.988636363636364,0.0681818181818182,0.931818181818182
"762_2010midnight.17.55321","red",17,17,"762_2010",762,"f","night",184,2,103,2,77,79,105,4,180,0.0108695652173913,0.559782608695652,0.0108695652173913,0.418478260869565,0.429347826086957,0.570652173913043,0.0217391304347826,0.978260869565217
"762_2010noon.17.55322","red",17,17,"762_2010",762,"f","day",184,1,164,3,16,17,167,4,180,0.00543478260869565,0.891304347826087,0.016304347826087,0.0869565217391304,0.0923913043478261,0.907608695652174,0.0217391304347826,0.978260869565217
"763_2014midnight.17.55689","red",17,17,"763_2014",763,"f","night",185,5,95,5,80,85,100,10,175,0.027027027027027,0.513513513513513,0.027027027027027,0.432432432432432,0.459459459459459,0.540540540540541,0.0540540540540541,0.945945945945946
